,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/fan/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/control/0,/nvidiagpu/0/load/3,/win32/load/0,/win32/load/1,/win32/data2/0,/win32/data2/1,/win32/iops/0,/win32/iops/1,/win32/iops/2,/DirectX/comment/0,/DirectX/comment/1,/DirectX/fps/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Fan","GPU Memory","CPU Usage(Process)","CPU Usage(Global)","Working Set","Page file Usage","Read Ops","Write Ops","Other Ops","Process Id","DirectX Version","FPS(Present)"
03/17/2015 18:25:57,39.0625,39.0625,34.375,45.3125,39.453125,61,60,67,60,67,4399.992,4399.992,4399.992,4399.992,67.62422,58.5391846,0,6.628397,99.9998245,36.2287178,11.5654449,20.3579712,59,1963,1404.84351,3505.50024,2809.687,60,50,0,62,31.1795235,36.71875,39.453125,1529,1784,0,712,174,,,
03/17/2015 18:25:58,10.9375,50,25,46.875,33.203125,55,64,60,58,64,4399.992,4399.992,4399.992,4399.992,56.1234627,47.1115341,0,6.431163,99.9998245,36.228672,11.56543,20.3579865,59,1969,1404.84351,3505.50024,2809.687,58,49,0,62,31.1795235,30.9027786,32.2916679,1530,1785,0,972,219,,,
03/17/2015 18:25:59,12.5,45.3125,17.1875,45.3125,30.078125,54,63,57,60,63,4399.992,4399.992,4399.992,4399.992,54.84942,45.80072,0,6.260532,99.9998245,36.2287178,11.5654449,20.3579712,58,1970,1404.84351,3505.50024,2809.687,50,42,0,62,31.1795235,27.734375,30.078125,1530,1785,0,4608,99,,,
03/17/2015 18:25:59,9.375,17.1875,45.3125,35.9375,26.953125,52,52,67,62,67,4399.99561,4399.99561,4399.99561,4399.99561,54.4703255,45.3695831,0,5.892513,99.99989,36.41322,11.6243439,20.2990723,55,1973,1404.84351,3505.50024,2809.687,0,2,0,62,31.1795235,26.171875,26.953125,1592,1846,7069,744,42,,,
03/17/2015 18:26:00,37.5,3.125,10.9375,51.5625,25.78125,65,56,63,56,65,4399.992,4399.992,4399.992,4399.992,51.92569,42.7623329,0,5.53970575,99.9998245,36.6605759,11.7033081,20.220108,55,1974,1404.84351,3505.50024,2809.687,0,2,0,62,31.1795235,25,25.78125,1672,1926,13912,0,2,,,
03/17/2015 18:26:00,34.375,35.9375,25,35.9375,32.8125,64,63,63,60,63,4399.992,4399.992,4399.992,4399.992,59.8937569,50.590786,0,6.45276833,99.9998245,37.0129051,11.8157845,20.1076317,57,1975,1404.84351,3505.50024,2809.687,28,24,0,62,31.3077927,31.060606,32.5757561,1748,2002,4799,2,2707,,,
03/17/2015 18:26:01,12.5,34.375,20.3125,40.625,26.953125,54,61,62,59,62,4399.99268,4399.99268,4399.99268,4399.99268,56.36721,47.05608,0,6.2682085,99.99984,37.01304,11.8158264,20.10759,59,1975,1404.84351,3505.50024,2809.687,52,40,0,62,31.3077927,24.4979916,26.1044178,1748,2002,1,1,97,,,
03/17/2015 18:26:02,17.1875,35.9375,12.5,40.625,26.5625,53,62,61,58,62,4399.99268,4399.99268,4399.99268,4399.99268,52.611248,43.1999664,0,6.203819,99.99984,37.0172424,11.8171692,20.1062469,58,1974,1404.84351,3505.50024,2809.687,46,34,0,62,31.3322067,25,26.5625,1749,2004,18,1,99,,,
03/17/2015 18:26:03,10.9375,35.9375,17.1875,40.625,26.171875,53,61,65,57,65,4399.994,4399.994,4399.994,4399.994,53.42991,44.1458931,0,6.203638,99.99986,37.0179176,11.8173828,20.1060333,59,1974,1404.84351,3505.50024,2809.687,50,39,0,62,31.3322067,25,26.171875,1749,2004,0,0,95,,,
03/17/2015 18:26:03,18.75,35.9375,32.8125,32.8125,30.078125,55,63,62,59,63,4399.993,4399.993,4399.993,4399.993,57.82133,48.48511,0,6.44117975,99.99985,37.0182,11.8174744,20.1059418,58,1973,1404.84351,3505.50024,2809.687,42,35,0,62,31.3322067,28.125,30.078125,1749,2004,0,5,83,,,
03/17/2015 18:26:04,15.625,43.75,23.4375,40.625,30.859375,55,63,61,58,62,4399.99365,4399.99365,4399.99365,4399.99365,55.5075,46.1618,0,6.32889462,99.99986,37.0183678,11.8175278,20.1058884,58,1970,1404.84351,3505.50024,2809.687,50,40,0,62,31.3322067,28.90625,30.859375,1749,2004,0,0,91,,,
03/17/2015 18:26:05,15.625,34.375,23.4375,40.625,28.515625,55,61,58,60,61,4399.993,4399.993,4399.993,4399.993,54.8113937,45.3866844,0,6.40377235,99.99985,37.0186539,11.8176193,20.1057968,58,1972,1404.84351,3505.50024,2809.687,41,34,0,62,31.3322067,27.34375,28.515625,1749,2004,0,1,78,,,
03/17/2015 18:26:05,6.25,34.375,15.625,39.0625,23.828125,57,60,56,59,60,4399.996,4399.996,4399.996,4399.996,52.99176,43.64913,0,6.341591,99.9999161,37.0187149,11.8176384,20.1057777,58,1971,1404.84351,3505.50024,2809.687,46,38,0,62,31.3322067,23.4375,23.828125,1749,2004,0,1,80,,,
03/17/2015 18:26:06,14.0625,35.9375,14.0625,45.3125,27.34375,55,61,61,59,61,4399.996,4399.996,4399.996,4399.996,52.7658348,43.4195633,0,6.33890438,99.9999161,37.0186539,11.8176193,20.1057968,58,1969,1404.84351,3505.50024,2809.687,48,39,0,62,31.3322067,26.171875,27.34375,1749,2004,0,0,83,,,
03/17/2015 18:26:07,7.8125,35.9375,14.0625,45.3125,25.78125,57,63,63,59,63,4399.99268,4399.99268,4399.99268,4399.99268,54.42596,44.87176,0,6.321055,99.99984,37.018692,11.8176308,20.1057854,58,1964,1404.84351,3505.50024,2809.687,47,40,0,62,31.3322067,25,25.78125,1749,2004,0,0,91,,,
03/17/2015 18:26:08,37.5,31.25,40.625,40.625,37.5,63,68,66,61,66,4399.99268,4399.99268,4399.99268,4399.99268,64.40959,55.3095169,0,6.43542147,99.99984,37.11443,11.8481941,20.075222,58,1966,1404.84351,3505.50024,2809.687,44,37,0,61,31.3322067,36.742424,37.5,1775,2030,1,2,99,,,
03/17/2015 18:26:09,26.5625,31.25,32.8125,35.9375,31.640625,54,64,63,60,65,4399.9917,4399.9917,4399.9917,4399.9917,58.9560661,49.75441,0,6.309238,99.99981,37.1131744,11.8477936,20.0756226,59,1966,1404.84351,3505.50024,2809.687,56,44,0,61,31.3322067,30.078125,31.640625,1775,2030,0,0,96,,,
03/17/2015 18:26:09,10.9375,48.4375,25,40.625,31.25,55,64,62,60,64,4399.9917,4399.9917,4399.9917,4399.9917,57.3109131,48.15919,0,6.44611073,99.99981,37.1089821,11.8464546,20.0769615,59,1967,1404.84351,3505.50024,2809.687,62,47,0,61,31.3322067,29.296875,31.25,1771,2026,0,1,96,,,
03/17/2015 18:26:10,17.1875,45.3125,32.8125,39.0625,33.59375,64,64,64,61,65,4399.99,4399.99,4399.99,4399.99,59.24704,49.9343147,0,6.530264,99.99978,37.10915,11.846508,20.0769081,60,1968,1404.84351,3505.50024,2809.687,74,59,0,61,31.3322067,31.818182,33.71212,1771,2026,0,0,86,,,
03/17/2015 18:26:10,35.9375,43.75,18.75,43.75,35.546875,56,64,61,58,65,4399.99,4399.99,4399.99,4399.99,59.0809059,49.8938751,0,6.51190329,99.99978,37.1091728,11.8465157,20.0769,61,1968,1404.84351,3505.50024,2809.687,78,62,0,61,31.3322067,29.6875,35.15625,1772,2027,0,2,91,,,
03/17/2015 18:26:11,18.75,26.5625,34.375,40.625,30.078125,55,63,63,61,64,4399.995,4399.995,4399.995,4399.995,55.7336121,46.63727,0,6.26754045,99.99989,37.10933,11.8465652,20.07685,60,1966,1404.84351,3505.50024,2809.687,66,55,0,61,31.3531876,27.34375,30.078125,1771,2027,0,1,99,,,
03/17/2015 18:26:12,12.5,40.625,15.625,45.3125,28.515625,63,60,63,57,63,4399.99,4399.99,4399.99,4399.99,56.75978,47.6905937,0,6.4098773,99.99978,37.1092453,11.8465385,20.0768776,60,1965,1404.84351,3505.50024,2809.687,68,55,0,61,31.3531876,27.34375,28.515625,1771,2027,0,1,95,,,
03/17/2015 18:26:13,26.5625,39.0625,14.0625,43.75,30.859375,60,59,61,60,61,4399.993,4399.993,4399.993,4399.993,56.29196,47.1611824,0,6.28203,99.99985,37.10927,11.8465462,20.07687,59,1965,1404.84351,3505.50024,2809.687,58,48,0,61,31.3531876,29.6875,30.859375,1771,2027,0,0,100,,,
03/17/2015 18:26:14,21.875,31.40121,18.75,45.3125,29.3346767,59,64,60,61,64,4399.993,4399.993,4399.993,4399.993,57.6298141,48.4589157,0,6.30517,99.99985,37.1093063,11.8465576,20.0768585,59,1966,1404.84351,3505.50024,2809.687,59,48,0,61,31.3531876,28.125,29.296875,1772,2027,0,0,98,,,
03/17/2015 18:26:14,15.625,18.6553,34.375,43.75,28.101326,59,62,61,59,62,4399.99365,4399.99365,4399.99365,4399.99365,54.5215073,45.3678055,0,6.06016541,99.999855,37.12367,11.8511429,20.0722733,59,1966,1404.84351,3505.50024,2809.687,50,41,0,61,31.3531876,26.5625,28.125,1776,2032,190,1,154,,,
03/17/2015 18:26:15,18.75,46.875,14.0625,40.625,30.078125,56,63,62,58,62,4399.993,4399.993,4399.993,4399.993,57.87486,48.6155243,0,6.43174,99.99985,37.14918,11.8592873,20.0641289,59,1967,1404.84351,3505.50024,2809.687,65,55,0,61,31.6480637,29.166666,30.681818,1780,2035,16,0,94,,,
03/17/2015 18:26:16,25,26.5625,21.875,40.625,28.515625,54,61,66,58,66,4399.993,4399.993,4399.993,4399.993,55.0664558,45.8145752,0,6.18255758,99.99985,37.29382,11.90546,20.0179558,60,1967,1404.84351,3505.50024,2809.687,98,90,0,61,31.6480637,26.953125,28.515625,1809,2065,0,0,59,,,
03/17/2015 18:26:16,10.9375,42.1875,21.875,32.8125,26.953125,56,64,58,59,64,4399.993,4399.993,4399.993,4399.993,54.538723,45.31313,0,6.1836977,99.99985,37.29383,11.9054642,20.017952,60,1966,1404.84351,3505.50024,2809.687,98,88,0,61,31.6480637,26.23574,27.3764267,1809,2064,0,1,60,,,
03/17/2015 18:26:17,9.375,45.3125,10.9375,50,28.90625,59,63,59,59,63,4399.993,4399.993,4399.993,4399.993,54.5452957,45.53091,0,6.2845664,99.99984,37.294,11.9055176,20.0178986,61,1968,1404.84351,3505.50024,2809.687,80,66,0,61,31.6480637,27.651516,29.166666,1809,2064,0,1,84,,,
03/17/2015 18:26:18,26.5625,42.1875,25,45.3125,34.765625,68,62,63,59,68,4399.993,4399.993,4399.993,4399.993,60.1577873,51.17973,0,6.33836,99.99984,37.2893829,11.9040451,20.019371,61,1963,1404.84351,3505.50024,2809.687,75,61,0,61,31.6480637,28.125,34.765625,1809,2064,14,1,96,,,
03/17/2015 18:26:19,25,40.625,23.4375,45.3125,33.59375,67,65,64,61,67,4399.9917,4399.9917,4399.9917,4399.9917,59.94638,50.8173523,0,6.352276,99.99982,37.2890968,11.9039536,20.0194626,60,1965,1404.84351,3505.50024,2809.687,60,40,0,61,31.6480637,30.46875,33.59375,1809,2064,0,0,115,,,
03/17/2015 18:26:19,56.25,37.5,29.6875,43.75,41.796875,63,61,63,60,63,4399.9917,4399.9917,4399.9917,4399.9917,66.39023,57.2653236,0,6.330431,99.99982,37.28886,11.9038773,20.0195389,60,1963,1404.84351,3505.50024,2809.687,52,38,0,61,31.6480637,37.109375,41.796875,1809,2064,0,1,110,,,
03/17/2015 18:26:20,35.9375,23.4375,29.6875,40.625,32.421875,67,65,68,60,68,4399.99365,4399.99365,4399.99365,4399.99365,60.6516724,51.466053,0,6.33503,99.999855,37.2887878,11.9038544,20.0195618,59,1965,1404.84351,3505.50024,2809.687,47,37,0,61,31.6480637,28.125,32.421875,1809,2065,0,1,131,,,
03/17/2015 18:26:21,26.5625,42.1875,28.125,48.4375,36.328125,64,64,64,61,64,4399.995,4399.995,4399.995,4399.995,60.3541374,51.13364,0,6.470315,99.9998856,37.2888,11.9038582,20.019558,59,1970,1404.84351,3505.50024,2809.687,44,37,0,61,31.6480637,31.640625,36.328125,1809,2065,0,0,115,,,
03/17/2015 18:26:22,21.875,40.625,18.75,50,32.8125,58,57,62,61,62,4399.993,4399.993,4399.993,4399.993,57.18791,48.0213623,0,6.376109,99.99984,37.0476074,11.8268623,20.0965538,60,1970,1404.84351,3505.50024,2809.687,62,50,0,61,31.6493034,29.296875,32.8125,1729,1987,39,0,132,,,
03/17/2015 18:26:22,14.0625,37.5,23.4375,42.1875,29.296875,53,64,62,61,63,4399.993,4399.993,4399.993,4399.993,54.85601,45.7016525,0,6.118347,99.99984,36.878,11.7727165,20.1507,60,1971,1404.84351,3505.50024,2809.687,60,48,0,61,31.6493034,26.953125,29.296875,1729,1987,0,1,131,,,
03/17/2015 18:26:23,26.5625,26.5625,25,43.75,30.46875,63,61,64,58,64,4399.99365,4399.99365,4399.99365,4399.99365,57.1643333,47.9278526,0,6.38674,99.999855,36.9395,11.7923508,20.1310654,59,1967,1404.84351,3505.50024,2809.687,48,39,0,61,31.6493034,28.90625,30.46875,1742,1999,400,18,258,,,
03/17/2015 18:26:24,23.4375,20.3125,29.6875,50,30.859375,55,55,65,62,65,4399.99365,4399.99365,4399.99365,4399.99365,57.17165,48.0654221,0,6.35673571,99.999855,36.94004,11.7925224,20.1308937,60,1968,1404.84351,3505.50024,2809.687,58,45,0,61,31.7126274,29.6875,30.859375,1742,1999,0,22,113,,,
03/17/2015 18:26:25,9.375,35.9375,34.375,39.0625,29.6875,54,62,63,60,63,4399.994,4399.994,4399.994,4399.994,54.6217232,45.5456924,0,6.213237,99.99986,36.9428368,11.7934151,20.1300011,60,1967,1404.84351,3505.50024,2809.687,59,47,0,61,31.7126274,28.515625,29.6875,1742,1999,0,18,117,,,
03/17/2015 18:26:26,14.0625,31.25,31.25,40.625,29.296875,55,61,66,61,65,4399.99658,4399.99658,4399.99658,4399.99658,56.64909,47.4449234,0,6.244247,99.9999161,36.94275,11.7933884,20.1300278,61,1968,1404.84351,3505.50024,2809.687,69,54,0,61,31.7126274,28.125,29.296875,1742,1996,0,17,116,,,
03/17/2015 18:26:26,21.875,39.0625,31.25,31.25,30.859375,59,64,64,57,64,4399.9917,4399.9917,4399.9917,4399.9917,58.1813965,48.94492,0,6.478932,99.99982,36.94298,11.7934608,20.1299553,60,1971,1404.84351,3505.50024,2809.687,54,44,0,61,31.7126274,29.545454,31.060606,1742,1996,0,18,109,,,
03/17/2015 18:26:27,7.8125,48.4375,18.75,45.3125,30.078125,58,65,57,60,65,4399.994,4399.994,4399.994,4399.994,56.1639137,47.17236,0,6.31060028,99.99987,36.9435043,11.7936287,20.1297874,60,1966,1404.84351,3505.50024,2809.687,62,51,0,61,31.7126274,29.296875,30.078125,1742,1996,0,1,100,,,
03/17/2015 18:26:28,23.4375,37.5,32.8125,34.375,32.03125,57,65,64,60,64,4399.99365,4399.99365,4399.99365,4399.99365,59.0670471,49.8395958,0,6.35260153,99.999855,36.9434929,11.7936249,20.1297913,60,1961,1404.84351,3505.50024,2809.687,56,46,0,61,31.7126274,30.078125,32.03125,1742,1996,0,0,98,,,
03/17/2015 18:26:29,26.5625,34.375,26.5625,48.4375,33.984375,54,63,63,58,63,4399.991,4399.991,4399.991,4399.991,55.90664,46.7555,0,6.32287,99.9998,36.94391,11.7937584,20.1296577,60,1960,1404.84351,3505.50024,2809.687,57,48,0,61,31.7126274,29.6875,33.984375,1742,1996,0,0,100,,,
03/17/2015 18:26:29,20.3125,28.125,43.75,31.25,30.859375,55,56,66,60,66,4399.991,4399.991,4399.991,4399.991,54.7123146,45.5158119,0,6.093927,99.9998,36.94384,11.7937355,20.12968,59,1959,1404.84351,3505.50024,2809.687,52,44,0,61,31.7126274,29.296875,30.859375,1742,1996,0,1,100,,,
03/17/2015 18:26:30,34.375,42.1875,26.5625,40.625,35.9375,62,61,65,61,63,4399.98975,4399.98975,4399.98975,4399.98975,58.3760147,49.3236275,0,6.267257,99.99977,36.94429,11.79388,20.1295357,59,1961,1404.84351,3505.50024,2809.687,44,36,0,61,31.7126274,33.3333321,35.984848,1742,1996,0,0,92,,,
03/17/2015 18:26:31,20.3125,17.1875,40.625,46.875,31.25,61,58,66,59,65,4399.9917,4399.9917,4399.9917,4399.9917,55.16793,46.07761,0,6.091622,99.99982,36.9456062,11.7943,20.1291161,59,1967,1404.84351,3505.50024,2809.687,55,46,0,61,31.7126274,28.125,31.25,1742,1996,0,0,100,,,
03/17/2015 18:26:32,15.625,43.75,20.3125,35.9375,28.90625,57,64,63,59,63,4399.99072,4399.99072,4399.99072,4399.99072,55.6981277,46.339,0,6.39155245,99.99979,37.2094421,11.8785248,20.0448914,60,1968,1404.84351,3505.50024,2809.687,53,41,0,61,31.7126274,28.125,28.90625,1794,2048,256,0,488,,,
03/17/2015 18:26:32,15.625,37.5,23.4375,37.5,28.515625,61,64,59,59,61,4399.99072,4399.99072,4399.99072,4399.99072,55.9523468,46.68091,0,6.448097,99.99979,37.20999,11.8787,20.0447159,60,1968,1404.84351,3505.50024,2809.687,70,56,0,61,31.7126274,27.651516,28.40909,1794,2048,0,1,75,,,
03/17/2015 18:26:33,10.9375,45.3125,28.125,34.375,29.6875,56,64,62,57,64,4399.99072,4399.99072,4399.99072,4399.99072,56.0610657,46.7726974,0,6.49151468,99.99979,37.2103,11.8787994,20.0446167,60,1962,1404.84351,3505.50024,2809.687,58,48,0,61,31.7126274,27.734375,29.296875,1794,2049,0,1,63,,,
03/17/2015 18:26:34,7.8125,42.1875,28.125,31.25,27.34375,58,63,58,59,63,4399.994,4399.994,4399.994,4399.994,53.8420563,44.59584,0,6.443415,99.99986,37.2102051,11.8787689,20.0446472,60,1964,1404.84351,3505.50024,2809.687,62,52,0,61,31.7126274,26.171875,27.34375,1794,2048,0,1,76,,,
03/17/2015 18:26:35,15.625,48.4375,23.4375,35.9375,30.859375,54,62,60,59,62,4399.994,4399.994,4399.994,4399.994,54.133667,44.8238,0,6.41762924,99.99986,37.210144,11.87875,20.0446663,60,1964,1404.84351,3505.50024,2809.687,66,54,0,61,31.7126274,29.6875,30.859375,1794,2048,0,0,83,,,
03/17/2015 18:26:35,9.375,40.625,21.875,37.5,27.34375,56,63,56,61,63,4399.99365,4399.99365,4399.99365,4399.99365,53.7880669,44.5026169,0,6.31756,99.999855,37.2100639,11.8787231,20.044693,61,1966,1404.84351,3505.50024,2809.687,64,52,0,61,31.7126274,26.171875,27.34375,1794,2048,6,1,90,,,
03/17/2015 18:26:36,14.0625,42.1875,23.4375,43.75,30.859375,61,61,58,56,62,4399.99365,4399.99365,4399.99365,4399.99365,53.7972946,44.2320633,0,6.296991,99.999855,37.2100754,11.878727,20.04469,61,1968,1404.84351,3505.50024,2809.687,60,48,0,61,31.7126274,28.515625,30.859375,1794,2048,2,3,93,,,
03/17/2015 18:26:37,7.8125,21.875,35.9375,46.875,28.125,55,62,57,61,62,4399.995,4399.995,4399.995,4399.995,54.8282471,45.61042,0,6.11338472,99.9998856,37.2121162,11.8793793,20.0440369,60,1969,1404.84351,3505.50024,2809.687,45,39,0,61,31.7126274,27.34375,28.125,1794,2048,0,0,100,,,
03/17/2015 18:26:37,17.1875,37.5,10.9375,43.75,27.34375,55,62,60,61,62,4399.995,4399.995,4399.995,4399.995,52.6824265,43.2994347,0,6.059409,99.9998856,37.2102776,11.8787918,20.0446243,60,1967,1404.84351,3505.50024,2809.687,51,41,0,61,31.7126274,25.390625,27.34375,1794,2048,0,1,102,,,
03/17/2015 18:26:38,15.625,35.9375,6.25,50,26.953125,55,62,56,59,62,4399.98926,4399.98926,4399.98926,4399.98926,53.6800728,44.481884,0,6.010267,99.99976,37.21043,11.8788414,20.0445747,60,1963,1404.84351,3505.50024,2809.687,50,40,0,61,31.7126274,26.5625,26.953125,1794,2048,0,1,100,,,
03/17/2015 18:26:39,6.25,40.625,15.625,43.75,26.5625,53,64,64,59,64,4399.99561,4399.99561,4399.99561,4399.99561,56.2432823,46.920845,0,6.07489,99.9999,37.2103462,11.8788147,20.0446014,60,1967,1404.84351,3505.50024,2809.687,51,39,0,61,31.7126274,26.171875,26.5625,1794,2048,0,0,101,,,
03/17/2015 18:26:40,12.5,39.0625,14.0625,42.1875,26.953125,55,62,57,58,62,4399.9917,4399.9917,4399.9917,4399.9917,53.7557144,44.5470543,0,6.38327265,99.99981,37.3154564,11.9123688,20.0110474,59,1970,1404.84351,3505.50024,2809.687,50,43,0,61,31.7126274,25.78125,26.953125,1814,2069,0,0,92,,,
03/17/2015 18:26:40,4.6875,39.0625,12.5,46.875,25.78125,53,63,61,60,62,4399.9917,4399.9917,4399.9917,4399.9917,52.8071136,43.6709251,0,6.268313,99.99981,37.3143578,11.9120178,20.0113983,59,1968,1404.84351,3505.50024,2809.687,52,45,0,61,31.6857338,25,25.78125,1812,2067,0,1,97,,,
03/17/2015 18:26:41,45.3125,26.5625,37.5,39.0625,37.109375,63,61,65,60,65,4399.99,4399.99,4399.99,4399.99,62.56402,53.36666,0,6.25412369,99.99978,37.3144569,11.9120483,20.0113678,59,1968,1404.84351,3505.50024,2809.687,43,38,0,61,31.6857338,35.9375,37.109375,1812,2067,0,0,83,,,
03/17/2015 18:26:41,25,31.25,23.4375,45.3125,31.25,54,63,62,60,64,4399.997,4399.997,4399.997,4399.997,58.3796539,49.19208,0,6.1629734,99.99993,37.31444,11.9120445,20.0113716,59,1971,1404.84351,3505.50024,2809.687,48,41,0,61,31.6857338,29.6875,31.25,1812,2067,0,1,89,,,
03/17/2015 18:26:42,15.625,32.8125,17.1875,42.1875,26.953125,55,63,62,59,63,4399.994,4399.994,4399.994,4399.994,54.2586136,45.092823,0,6.17329931,99.99986,37.314312,11.9120026,20.0114136,60,1971,1404.84351,3505.50024,2809.687,54,43,0,61,31.6857338,25.378788,27.272728,1812,2067,0,0,100,,,
03/17/2015 18:26:43,31.25,43.75,28.125,35.9375,34.765625,59,64,61,59,64,4399.992,4399.992,4399.992,4399.992,62.1123238,53.0164871,0,6.292968,99.9998245,37.3140945,11.9119339,20.0114822,59,1963,1404.84351,3505.50024,2809.687,50,42,0,61,31.6857338,32.8125,34.765625,1813,2067,52,4,143,,,
03/17/2015 18:26:44,12.5,40.625,6.25,43.75,25.78125,54,62,58,59,62,4399.99268,4399.99268,4399.99268,4399.99268,54.2674,44.8560829,0,6.341048,99.99983,37.314106,11.9119377,20.0114784,59,1965,1404.84351,3505.50024,2809.687,47,38,0,61,31.6857338,25,25.78125,1813,2068,0,0,86,,,
03/17/2015 18:26:44,14.0625,40.625,20.3125,39.0625,28.515625,56,62,60,57,64,4399.99268,4399.99268,4399.99268,4399.99268,53.14725,43.8008575,0,6.339484,99.99983,37.3139725,11.9118958,20.01152,59,1967,1404.84351,3505.50024,2809.687,46,37,0,61,31.6857338,26.953125,28.515625,1813,2068,0,1,83,,,
03/17/2015 18:26:45,15.625,42.1875,17.1875,39.0625,28.515625,58,62,58,55,62,4399.994,4399.994,4399.994,4399.994,52.494957,43.253067,0,6.3124404,99.99987,37.3142,11.9119682,20.0114479,59,1964,1404.84351,3505.50024,2809.687,46,37,0,61,31.6857338,27.34375,28.515625,1813,2068,16,1,105,,,
03/17/2015 18:26:46,20.3125,39.0625,18.75,39.0625,29.296875,57,61,57,59,61,4399.99268,4399.99268,4399.99268,4399.99268,53.53429,44.17072,0,6.303128,99.99983,37.31414,11.9119492,20.011467,59,1966,1404.84351,3505.50024,2809.687,51,40,0,61,31.6857338,25.390625,29.296875,1813,2068,0,0,87,,,
03/17/2015 18:26:46,3.125,46.875,25,37.5,28.125,53,62,63,57,63,4399.99268,4399.99268,4399.99268,4399.99268,51.77716,42.582737,0,6.171923,99.99983,37.3106766,11.9108429,20.0125732,59,1968,1404.84351,3505.50024,2809.687,47,41,0,61,31.6857338,26.171875,28.125,1811,2068,0,1,98,,,
03/17/2015 18:26:47,18.75,37.5,18.75,35.9375,27.734375,60,60,64,57,64,4399.99268,4399.99268,4399.99268,4399.99268,53.604702,44.32478,0,6.15990734,99.99983,37.3108063,11.9108849,20.0125313,59,1964,1404.84351,3505.50024,2809.687,46,41,0,61,31.6857338,26.5625,27.734375,1812,2068,0,1,99,,,
03/17/2015 18:26:48,17.1875,23.4375,31.25,42.1875,28.515625,62,59,63,56,63,4399.99268,4399.99268,4399.99268,4399.99268,53.40258,44.3109665,0,6.072424,99.99983,37.310688,11.9108467,20.01257,59,1963,1404.84351,3505.50024,2809.687,50,44,0,61,31.6857338,27.34375,28.515625,1812,2068,0,0,100,,,
03/17/2015 18:26:49,25,17.1875,26.5625,40.625,27.34375,55,57,65,59,65,4399.99268,4399.99268,4399.99268,4399.99268,56.2590942,47.048645,0,6.18643856,99.99983,37.3106041,11.91082,20.0125961,59,1967,1404.84351,3505.50024,2809.687,53,43,0,61,31.6857338,26.5625,27.34375,1812,2071,0,0,100,,,
03/17/2015 18:26:50,14.0625,40.625,17.1875,45.3125,29.296875,55,63,61,60,63,4399.99463,4399.99463,4399.99463,4399.99463,56.401516,47.0408,0,6.35481834,99.99988,37.31052,11.9107933,20.0126228,59,1963,1404.84351,3505.50024,2809.687,56,45,0,61,31.6857338,27.734375,29.296875,1811,2071,0,0,95,,,
03/17/2015 18:26:51,20.3125,35.9375,15.625,39.0625,27.734375,59,64,61,59,64,4399.989,4399.989,4399.989,4399.989,57.02125,47.7741966,0,6.44360161,99.99975,37.31971,11.9137268,20.00969,59,1964,1404.84351,3505.50024,2809.687,52,42,0,61,31.6857338,26.953125,27.734375,1816,2075,205,0,152,,,
03/17/2015 18:26:52,35.9375,37.5,25,26.5625,31.25,62,64,65,60,65,4399.99463,4399.99463,4399.99463,4399.99463,61.7449265,52.5729,0,5.818793,99.99988,37.32079,11.91407,20.009346,59,1967,1404.84351,3505.50024,2809.687,37,31,0,61,31.6857338,30.46875,31.25,1816,2075,0,0,41,,,
03/17/2015 18:26:52,45.3125,48.4375,48.4375,42.1875,46.09375,65,66,69,59,69,4399.99463,4399.99463,4399.99463,4399.99463,71.45733,62.38761,0,6.47654057,99.99988,37.338295,11.9196587,20.0037575,61,1965,1404.84351,3505.50024,2809.687,74,53,0,61,31.6857338,44.921875,46.09375,1824,2081,0,1,79,,,
03/17/2015 18:26:53,7.8125,43.75,15.625,42.1875,27.34375,54,63,58,59,63,4399.99463,4399.99463,4399.99463,4399.99463,52.78267,43.5639877,0,6.368506,99.99988,37.3304672,11.91716,20.0062561,60,1967,1404.84351,3505.50024,2809.687,66,55,0,61,31.6857338,25.78125,27.34375,1816,2073,0,1,86,,,
